query,patron,total_postings,tiempo_seg
superman logo,t1 AND t2,229,0.000169650
tomahawk lakes,t1 AND t2,84,0.000117616
create cookbook,t1 AND t2,184,0.000134030
snoop dogg,t1 AND t2,5,0.000066212
texas lottery,t1 AND t2,176,0.000101692
paris hilton,t1 AND t2,166,0.000107559
investment groups,t1 AND t2,358,0.000141294
horton homes,t1 AND t2,66,0.000079412
garden design,t1 AND t2,304,0.000154633
senator durbin,t1 AND t2,55,0.000075221
christa miller,t1 AND t2,49,0.000076898
hugh ross,t1 AND t2,49,0.000082556
grand ma,t1 AND t2,152,0.000109864
tim palmer,t1 AND t2,126,0.000122505
bellevue ranch,t1 AND t2,16,0.000113775
red potatoes,t1 AND t2,283,0.000726513
european auto,t1 AND t2,1116,0.000328125
miguel cardoso,t1 AND t2,19,0.000075850
online translator,t1 AND t2,183,0.000110283
mature screen,t1 AND t2,118,0.000091495
celtic knot,t1 AND t2,42,0.000077177
kevin james,t1 AND t2,222,0.000157986
mx tabs,t1 AND t2,4,0.000080879
people search,t1 AND t2,7902,0.002353799
loft beds,t1 AND t2,18,0.000099806
stone mountain,t1 AND t2,235,0.000152190
rainbow shoppers,t1 AND t2,19,0.000079622
great depression,t1 AND t2,393,0.000177542
jacksonville beach,t1 AND t2,84,0.000096803
super hero,t1 AND t2,113,0.000100715
deer feeders,t1 AND t2,16,0.000064675
pogo games,t1 AND t2,303,0.000127395
amber tamblyn,t1 AND t2,12,0.000084930
louisville mojo,t1 AND t2,37,0.000082974
danbury hospital,t1 AND t2,120,0.000104346
fairy art,t1 AND t2,301,0.000149745
internet chess,t1 AND t2,110,0.000099248
car music,t1 AND t2,997,0.000379740
disney online,t1 AND t2,188,0.000146811
rachel mcadams,t1 AND t2,14,0.000072777
eros movie,t1 AND t2,221,0.000112029
esquire magazine,t1 AND t2,245,0.000121667
wanted ads,t1 AND t2,148,0.000092543
buckle repair,t1 AND t2,32,0.000087095
universal studios,t1 AND t2,82,0.000107559
nazareth college,t1 AND t2,321,0.000170838
acer notebooks,t1 AND t2,12,0.000083952
vanessa carlton,t1 AND t2,16,0.000077596
jane march,t1 AND t2,1436,0.000502245
yahoo games,t1 AND t2,329,0.000188438
mel cottons,t1 AND t2,7,0.000074873
usa today,t1 AND t2,608,0.000270435
amateur boys,t1 AND t2,139,0.000118664
trainspotting movie,t1 AND t2,217,0.000146882
historic site,t1 AND t2,675,0.000282378
pet cages,t1 AND t2,27,0.000091565
map quest,t1 AND t2,466,0.000334272
calendar 2005,t1 AND t2,1192,0.000485693
victor webster,t1 AND t2,55,0.000108886
double beds,t1 AND t2,140,0.000110074
frontier airlines,t1 AND t2,67,0.000091286
liver diet,t1 AND t2,47,0.000070612
united airlines,t1 AND t2,217,0.000159383
imax movies,t1 AND t2,107,0.000103439
consumer reviews,t1 AND t2,210,0.000195003
stuff magazine,t1 AND t2,258,0.000148278
50 cent,t1 AND t2,1448,0.000475914
espn horseracing,t1 AND t2,30,0.000112238
learning measurement,t1 AND t2,116,0.000132284
jessica rabbit,t1 AND t2,22,0.000090098
oasis lyrics,t1 AND t2,89,0.000095756
glades knight,t1 AND t2,50,0.000095197
tanning loft,t1 AND t2,5,0.000072009
pinnacle bank,t1 AND t2,100,0.000130677
verizon wireless,t1 AND t2,24,0.000076758
delta airlines,t1 AND t2,90,0.000115521
smiley faces,t1 AND t2,68,0.000092054
lyme disease,t1 AND t2,89,0.000081159
final destination,t1 AND t2,417,0.000165180
registration codes,t1 AND t2,200,0.000113706
pal joey,t1 AND t2,22,0.000092892
georgia lakes,t1 AND t2,203,0.000165390
erotic arts,t1 AND t2,210,0.000108747
dragon pictures,t1 AND t2,131,0.000100505
cheap tickets,t1 AND t2,53,0.000089121
mag auction,t1 AND t2,20,0.000972153
chicago pneumatic,t1 AND t2,132,0.000128862
candies shoes,t1 AND t2,12,0.000077876
maxim magazine,t1 AND t2,278,0.000144716
fence gate,t1 AND t2,58,0.000103578
organization chart,t1 AND t2,6168,0.001914343
monroe county,t1 AND t2,377,0.000264568
gardening supplies,t1 AND t2,59,0.000098689
love poems,t1 AND t2,319,0.000140805
irish invitations,t1 AND t2,120,0.000094917
pretty models,t1 AND t2,108,0.000092054
post standard,t1 AND t2,432,0.000198775
cars babes,t1 AND t2,73,0.000096175
club safari,t1 AND t2,301,0.000186622
window tinting,t1 AND t2,6044,0.001809928
holiday inn,t1 AND t2,73,0.000131096
free astrology,t1 AND t2,6049,0.001551925
maine vacation,t1 AND t2,58,0.000135287
map quest,t1 AND t2,466,0.000226363
greatest american,t1 AND t2,908,0.000324423
faith promise,t1 AND t2,112,0.000113914
anniversary prints,t1 AND t2,72,0.000109584
carolina beach,t1 AND t2,77,0.000097362
chelsea charms,t1 AND t2,25,0.000105743
ginny hen,t1 AND t2,9,0.000073476
weis markets,t1 AND t2,60,0.000083883
katie holmes,t1 AND t2,18,0.000066282
universal design,t1 AND t2,290,0.000190673
gas lantern,t1 AND t2,75,0.000104136
mortgage calculator,t1 AND t2,11,0.000080669
nys unemployment,t1 AND t2,16,0.000073825
gothic poetry,t1 AND t2,111,0.000128861
omsk russia,t1 AND t2,166,0.000111470
regions bank,t1 AND t2,329,0.000205130
learn graffiti,t1 AND t2,73,0.000097921
air brakes,t1 AND t2,250,0.000148069
diaper instructions,t1 AND t2,27,0.000085279
labyrinth downloads,t1 AND t2,6,0.000062021
sports agents,t1 AND t2,345,0.000134588
jordan capri,t1 AND t2,56,0.000082136
blt prime,t1 AND t2,58,0.000084022
homecoming dresses,t1 AND t2,9,0.000073056
swiss cheese,t1 AND t2,68,0.000077736
latino festival,t1 AND t2,175,0.000098200
family fun,t1 AND t2,890,0.000319604
charities challenge,t1 AND t2,79,0.000122576
bow wow,t1 AND t2,36,0.000077666
science magazine,t1 AND t2,548,0.000194724
greenville tech,t1 AND t2,40,0.000079971
lbc tv,t1 AND t2,346,0.000136614
food lion,t1 AND t2,176,0.000099317
modular homes,t1 AND t2,67,0.000081158
shiz su,t1 AND t2,33,0.000068726
poison ivy,t1 AND t2,27,0.000070542
mason storm,t1 AND t2,84,0.000091984
united airline,t1 AND t2,199,0.000123902
bad dates,t1 AND t2,192,0.000144088
expo electronics,t1 AND t2,47,0.000094917
daisy duke,t1 AND t2,94,0.000095057
discount airlines,t1 AND t2,62,0.000108118
mike tyson,t1 AND t2,65,0.000087235
elven bard,t1 AND t2,6,0.000086257
kingdom hearts,t1 AND t2,371,0.000172164
southwest airlines,t1 AND t2,119,0.000115312
audi usa,t1 AND t2,301,0.000179638
lg tv,t1 AND t2,349,0.000178311
lottery tennessee,t1 AND t2,73,0.000096942
spade game,t1 AND t2,371,0.000167205
myspace layouts,t1 AND t2,49,0.000099806
unleashed movie,t1 AND t2,225,0.000131725
quentin tarantino,t1 AND t2,19,0.000950082
honeycomb board,t1 AND t2,252,0.000154494
electric scooters,t1 AND t2,76,0.000102880
interstate 84,t1 AND t2,182,0.000158336
dolly land,t1 AND t2,399,0.000192838
blood vows,t1 AND t2,127,0.000161479
emily lloyd,t1 AND t2,22,0.000080041
guthrie theater,t1 AND t2,87,0.000101483
gregory brown,t1 AND t2,177,0.000121598
free movies,t1 AND t2,6144,0.001800569
catholic composers,t1 AND t2,142,0.000148069
music downloads,t1 AND t2,780,0.000244663
ear training,t1 AND t2,226,0.000162526
algebra solutions,t1 AND t2,43,0.000088702
bush jokes,t1 AND t2,68,0.000112029
akron usps,t1 AND t2,9,0.000062789
continental airlines,t1 AND t2,74,0.000080180
bird repellent,t1 AND t2,84,0.000085489
daisy duke,t1 AND t2,94,0.000083463
cheap tickets,t1 AND t2,53,0.000077875
anime girl,t1 AND t2,140,0.000094149
virginia beach,t1 AND t2,172,0.000100156
pool paint,t1 AND t2,84,0.000087724
360 dance,t1 AND t2,148,0.000124461
luigi large,t1 AND t2,678,0.000275603
nat turner,t1 AND t2,34,0.000098968
scout springs,t1 AND t2,53,0.000094079
big butts,t1 AND t2,386,0.000179149
tri met,t1 AND t2,187,0.000123553
nbc news,t1 AND t2,402,0.000179777
maryland university,t1 AND t2,662,0.000224268
tennis calf,t1 AND t2,62,0.000081717
punta cana,t1 AND t2,7,0.000110562
popcorn song,t1 AND t2,375,0.000174400
cheap tickets,t1 AND t2,53,0.000082275
map quest,t1 AND t2,466,0.000202476
chrysler crossfire,t1 AND t2,11,0.000086816
unbound bible,t1 AND t2,49,0.000088492
slot machines,t1 AND t2,57,0.000123065
tropical beverages,t1 AND t2,73,0.000081368
harris bank,t1 AND t2,130,0.000123065
wedding invitations,t1 AND t2,52,0.000077038
international movers,t1 AND t2,383,0.000150234
sas radisson,t1 AND t2,7,0.000070123
monroe college,t1 AND t2,356,0.000151421
tina cherian,t1 AND t2,2,0.000075291
websites game,t1 AND t2,400,0.000156101
football rules,t1 AND t2,494,0.000190115
copycat recipes,t1 AND t2,9,0.000104137
longest yard,t1 AND t2,94,0.000102182
removing wallpaper,t1 AND t2,51,0.000079622
century 21,t1 AND t2,1456,0.000427373
anthony schools,t1 AND t2,314,0.000144297
ralph lauren,t1 AND t2,12,0.000070123
animal anatomy,t1 AND t2,215,0.000119921
auto response,t1 AND t2,990,0.000288454
panda scan,t1 AND t2,26,0.000119223
weather report,t1 AND t2,6103,0.001786321
yvonne craig,t1 AND t2,22,0.000111121
anesthesiology news,t1 AND t2,348,0.000176634
baby showers,t1 AND t2,61,0.000089609
terrace bc,t1 AND t2,594,0.000240820
free logo,t1 AND t2,6252,0.001914973
marlin perkins,t1 AND t2,13,0.000139408
paris hilton,t1 AND t2,166,0.000098758
dominican consulate,t1 AND t2,19,0.000091984
game spot,t1 AND t2,444,0.000243335
bobs girls,t1 AND t2,80,0.000095546
strip blackjack,t1 AND t2,47,0.000137522
virus control,t1 AND t2,316,0.000129281
yahoo messenger,t1 AND t2,40,0.002985954
map quest,t1 AND t2,466,0.000177822
neptune retrograde,t1 AND t2,13,0.000077247
rufus wainwright,t1 AND t2,10,0.000064885
tom cruise,t1 AND t2,108,0.000116360
magic teens,t1 AND t2,74,0.000079272
society finch,t1 AND t2,192,0.000100994
1741 1741,t1 AND t2,14,0.000089121
colonial bank,t1 AND t2,140,0.000091634
reading eagle,t1 AND t2,245,0.000123972
free excel,t1 AND t2,6052,0.001878933
verizon wireless,t1 AND t2,24,0.000122575
breaker high,t1 AND t2,580,0.000193537
apple cake,t1 AND t2,43,0.000083044
sony laptop,t1 AND t2,34,0.000072568
ana guerra,t1 AND t2,9,0.000086257
irs gov,t1 AND t2,11,0.000071869
saratoga racetrack,t1 AND t2,13,0.000062510
payment services,t1 AND t2,267,0.000123064
spanish quotes,t1 AND t2,242,0.000137243
american airline,t1 AND t2,842,0.000325401
dungeon lords,t1 AND t2,34,0.000083044
delta song,t1 AND t2,414,0.000187460
trailer tires,t1 AND t2,35,0.000071031
jamaica gleaner,t1 AND t2,33,0.000130608
asheville oasis,t1 AND t2,17,0.000069495
marijuana buds,t1 AND t2,13,0.000065932
questar telescopes,t1 AND t2,9,0.000078295
58 plymouth,t1 AND t2,185,0.000105744
johnny knoxville,t1 AND t2,24,0.000100994
yahoo maps,t1 AND t2,799,0.000302563
uru faq,t1 AND t2,29,0.000072986
detroit casinos,t1 AND t2,54,0.000081997
basketball layout,t1 AND t2,143,0.000099736
posing suits,t1 AND t2,17,0.000066352
bennie dexter,t1 AND t2,9,0.000067749
trinity partners,t1 AND t2,62,0.000079622
katie holmes,t1 AND t2,18,0.000062440
screen names,t1 AND t2,483,0.000170069
aol wallpaper,t1 AND t2,15,0.000072986
migratory cancer,t1 AND t2,69,0.000090657
daily motivator,t1 AND t2,105,0.000111610
carrie underwood,t1 AND t2,13,0.000077735
lava life,t1 AND t2,682,0.000306334
morocco visa,t1 AND t2,49,0.000130259
sims skins,t1 AND t2,6052,0.001778219
holiday inn,t1 AND t2,73,0.000110074
debt consolidation,t1 AND t2,45,0.000099178
screen names,t1 AND t2,483,0.000238446
screen saver,t1 AND t2,84,0.000081647
baby ducks,t1 AND t2,63,0.000088282
poker free,t1 AND t2,6052,0.001822988
cheap flights,t1 AND t2,43,0.000100086
melody 49,t1 AND t2,349,0.000170279
dominic purcell,t1 AND t2,9,0.000070612
yahoo vom,t1 AND t2,31,0.000072427
sony playstation,t1 AND t2,49,0.000075920
birthday cards,t1 AND t2,110,0.000103927
music aol,t1 AND t2,788,0.000249202
sterling ny,t1 AND t2,119,0.000117058
michael goldberg,t1 AND t2,121,0.000106581
sea food,t1 AND t2,347,0.000135496
midland mortgage,t1 AND t2,20,0.000073336
model galleries,t1 AND t2,224,0.000112448
orlando bloom,t1 AND t2,34,0.000074384
word whomp,t1 AND t2,203,0.000104766
tom cruise,t1 AND t2,108,0.000098689
brooke burke,t1 AND t2,18,0.000075781
chevrolet tahoe,t1 AND t2,5,0.000080250
quizzes teen,t1 AND t2,19,0.000088212
progressive insurance,t1 AND t2,80,0.001994244
time shares,t1 AND t2,1508,0.000530672
bear share,t1 AND t2,172,0.000143110
ford escape,t1 AND t2,145,0.000112658
eternal aphrodite,t1 AND t2,18,0.000067260
food service,t1 AND t2,573,0.000191581
ashley benson,t1 AND t2,24,0.000081647
julie ryan,t1 AND t2,40,0.000112658
alias brothers,t1 AND t2,95,0.000160151
ivan nagy,t1 AND t2,12,0.000115312
animal dvd,t1 AND t2,302,0.000175447
anti virus,t1 AND t2,83,0.000103089
jennifer garner,t1 AND t2,16,0.000113146
africa chat,t1 AND t2,143,0.000125229
michael griffith,t1 AND t2,133,0.000093031
movie times,t1 AND t2,645,0.000239284
lawrence sullivan,t1 AND t2,79,0.000085418
nyc hospitals,t1 AND t2,64,0.000084371
credit score,t1 AND t2,181,0.000106442
yahoo es,t1 AND t2,648,0.000248853
americanairlines vacations,t1 AND t2,7,0.000114893
bolivia newspaper,t1 AND t2,180,0.000161548
weather channel,t1 AND t2,177,0.000103368
gamecube roms,t1 AND t2,4,0.000062440
sean john,t1 AND t2,400,0.000160361
funny videos,t1 AND t2,87,0.000085768
brad pitt,t1 AND t2,15,0.000067818
skate tours,t1 AND t2,73,0.000080530
strawberry shortcake,t1 AND t2,3,0.000097362
nj hotels,t1 AND t2,53,0.000077736
amazon music,t1 AND t2,792,0.000250948
aerial photos,t1 AND t2,1559,0.000481501
halle berry,t1 AND t2,21,0.000101483
homeschooling portfolios,t1 AND t2,5,0.000082067
good guys,t1 AND t2,326,0.000187530
mexican mafia,t1 AND t2,69,0.000148766
skull tattoo,t1 AND t2,30,0.000099667
ford mustang,t1 AND t2,55,0.000088910
sharp televisions,t1 AND t2,42,0.000219449
brazil flags,t1 AND t2,164,0.000119921
shakespearean forest,t1 AND t2,102,0.000107001
puppet works,t1 AND t2,381,0.000167276
pic hunter,t1 AND t2,55,0.000096803
fish identification,t1 AND t2,106,0.000106233
kyra sedgwick,t1 AND t2,5,0.000080041
eye drops,t1 AND t2,139,0.000107490
ragnarok online,t1 AND t2,160,0.000120480
josh hubert,t1 AND t2,9,0.000097223
modest mouse,t1 AND t2,78,0.000094917
club pogo,t1 AND t2,293,0.000227760
erase history,t1 AND t2,1228,0.000338113
rent movie,t1 AND t2,227,0.000151910
tanks restorations,t1 AND t2,32,0.000086397
chih dogs,t1 AND t2,33,0.000083184
princess cruise,t1 AND t2,65,0.000091635
discovery channel,t1 AND t2,221,0.000145135
medical discharge,t1 AND t2,164,0.000144017
vital records,t1 AND t2,273,0.000155612
claude parsons,t1 AND t2,23,0.000122925
scanner codes,t1 AND t2,180,0.000122576
duran duran,t1 AND t2,2,0.000111122
train stations,t1 AND t2,306,0.000199404
vegas hotels,t1 AND t2,34,0.000077945
kolomna russia,t1 AND t2,165,0.000099667
dorm pizza,t1 AND t2,14,0.000064605
yahoo games,t1 AND t2,329,0.000143668
murrays auto,t1 AND t2,867,0.000288174
buddy list,t1 AND t2,1736,0.000472981
sam ash,t1 AND t2,70,0.000091565
identifying pills,t1 AND t2,25,0.000073894
circuit city,t1 AND t2,814,0.001567640
keith urban,t1 AND t2,143,0.000170209
respiratory therapist,t1 AND t2,10,0.000081508
office chairs,t1 AND t2,349,0.000206528
cayuga dressage,t1 AND t2,6,0.000083114
birth certificate,t1 AND t2,484,0.000178870
texas lottery,t1 AND t2,176,0.000139966
barnes noble,t1 AND t2,75,0.000097501
music recording,t1 AND t2,903,0.000344957
charlie reese,t1 AND t2,27,0.000085419
musica cristiana,t1 AND t2,7,0.000065164
tattoo skull,t1 AND t2,30,0.000066701
dsl providers,t1 AND t2,18,0.000066771
vending machines,t1 AND t2,38,0.000071519
lyons club,t1 AND t2,300,0.000138290
people search,t1 AND t2,7902,0.002316922
national geographic,t1 AND t2,1179,0.000454403
tom cruise,t1 AND t2,108,0.000105255
evanescence whisper,t1 AND t2,3,0.000077806
map quest,t1 AND t2,466,0.000242637
billy gilman,t1 AND t2,19,0.000103089
auto trader,t1 AND t2,877,0.000320582
pbs kids,t1 AND t2,76,0.000097222
club pogo,t1 AND t2,293,0.000157777
wedding centerpieces,t1 AND t2,47,0.000121668
paris hilton,t1 AND t2,166,0.000120690
cb south,t1 AND t2,514,0.000235303
key west,t1 AND t2,597,0.000244872
alexander movie,t1 AND t2,275,0.000159872
funny jokes,t1 AND t2,31,0.000083323
contact aol,t1 AND t2,107,0.000095196
qatar locale,t1 AND t2,31,0.000078155
papa johns,t1 AND t2,30,0.000081997
soul music,t1 AND t2,839,0.000305217
wwii ships,t1 AND t2,123,0.000107349
madonna wallpaper,t1 AND t2,15,0.000076269
myrtle beach,t1 AND t2,62,0.000111610
marijuana plants,t1 AND t2,97,0.000103788
vera bradley,t1 AND t2,20,0.000078365
prison rape,t1 AND t2,88,0.000107140
cardinal virtues,t1 AND t2,43,0.000087095
pen pals,t1 AND t2,31,0.000159802
phil bradley,t1 AND t2,31,0.000077038
patchy pumpkin,t1 AND t2,3,0.000070543
campylobacter isolation,t1 AND t2,28,0.000075920
photo oft,t1 AND t2,86,0.000079342
deck railing,t1 AND t2,31,0.000102112
driving direction,t1 AND t2,215,0.000147020
lila downs,t1 AND t2,9,0.000076758
mens briefs,t1 AND t2,22,0.000079621
gazebo installation,t1 AND t2,33,0.000082067
soap operas,t1 AND t2,45,0.000094359
collection agency,t1 AND t2,289,0.000171885
1953 mercury,t1 AND t2,229,0.000143319
ny lottery,t1 AND t2,107,0.000147579
nextel forums,t1 AND t2,21,0.000078644
allen tate,t1 AND t2,69,0.000089609
inspirational stories,t1 AND t2,153,0.000119572
official website,t1 AND t2,1486,0.000443228
crystal meth,t1 AND t2,57,0.000106791
photoshop tutorials,t1 AND t2,6,0.000073755
southwest airlines,t1 AND t2,119,0.000100505
hal kelley,t1 AND t2,15,0.000064884
prom dresses,t1 AND t2,7,0.000065373
auto zone,t1 AND t2,1165,0.000333503
georgia fireworks,t1 AND t2,133,0.000108537
map quest,t1 AND t2,466,0.000167694
santos sanchez,t1 AND t2,17,0.000072149
hell ya,t1 AND t2,61,0.000074383
sport authority,t1 AND t2,317,0.000129350
cartoon network,t1 AND t2,221,0.001459661
mickey dolenz,t1 AND t2,11,0.000096035
waco isd,t1 AND t2,25,0.000080739
yahoo messenger,t1 AND t2,40,0.000089051
gator ford,t1 AND t2,52,0.000112658
ray stark,t1 AND t2,67,0.000123902
anne geddes,t1 AND t2,19,0.000079552
rome climate,t1 AND t2,150,0.000134030
naruto chats,t1 AND t2,4,0.000096803
cartoon characters,t1 AND t2,288,0.000158405
steel specifications,t1 AND t2,116,0.000104556
cell phones,t1 AND t2,104,0.000101623
ink refills,t1 AND t2,26,0.000075432
sharon homes,t1 AND t2,69,0.000101622
southwest airlines,t1 AND t2,119,0.000107420
psychogenic polydipsia,t1 AND t2,2,0.000101971
catholic homeschooling,t1 AND t2,90,0.000101902
dr phil,t1 AND t2,62,0.000094777
cif gov,t1 AND t2,10,0.000075291
karma sutra,t1 AND t2,6,0.000102950
amerie rollin,t1 AND t2,7,0.000101972
dvd decoder,t1 AND t2,132,0.000142131
vida guerra,t1 AND t2,12,0.000079202
valley fever,t1 AND t2,89,0.000117546
harlem diplomats,t1 AND t2,19,0.000087305
college stuff,t1 AND t2,331,0.000167974
toon disney,t1 AND t2,31,0.000086746
carolina pottery,t1 AND t2,25,0.000092194
ana mia,t1 AND t2,14,0.000075711
nascar autographs,t1 AND t2,14,0.000083253
king tut,t1 AND t2,273,0.000166857
pulmonary hypertension,t1 AND t2,7,0.000084930
pets health,t1 AND t2,188,0.000149675
herbal life,t1 AND t2,683,0.000302562
national university,t1 AND t2,1130,0.000329103
ashtabula ohio,t1 AND t2,103,0.000095965
gardening tips,t1 AND t2,31,0.000070123
movie times,t1 AND t2,645,0.000250948
weight gain,t1 AND t2,257,0.000150303
clinton investments,t1 AND t2,41,0.000118734
downloading songs,t1 AND t2,270,0.000148837
enlarged spleen,t1 AND t2,28,0.000083673
ufo 800,t1 AND t2,50,0.000091495
spokane motels,t1 AND t2,12,0.000089120
katie holmes,t1 AND t2,18,0.000077177
paris hilton,t1 AND t2,166,0.000247805
filipino actress,t1 AND t2,152,0.000114962
murfreesboro tn,t1 AND t2,40,0.000101972
jean skirt,t1 AND t2,88,0.000094428
afghan radio,t1 AND t2,290,0.000147650
houston wb,t1 AND t2,52,0.000113915
wedding proposals,t1 AND t2,87,0.000104416
braxton hicks,t1 AND t2,6,0.000076269
denon 2105,t1 AND t2,3,0.000067818
dance bush,t1 AND t2,165,0.000115242
italian supermodels,t1 AND t2,198,0.000122296
option quote,t1 AND t2,66,0.000109864
sears appliances,t1 AND t2,11,0.000075292
search engine,t1 AND t2,6159,0.001576719
driving directions,t1 AND t2,98,0.000151211
jfk airport,t1 AND t2,73,0.000101483
kaiser permanente,t1 AND t2,6,0.000073057
niceville florida,t1 AND t2,145,0.000187809
beaver collectibles,t1 AND t2,12,0.000077108
texas cellular,t1 AND t2,187,0.000162945
fat sims,t1 AND t2,41,0.000075850
airline stickers,t1 AND t2,32,0.000069285
landscaping pavers,t1 AND t2,5,0.000061113
yahoo finance,t1 AND t2,104,0.000083253
